"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","tartness","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.8,0.19,0.71,17.5,0.042,10.4825694882713,21,114,0.99784,2.85,0.5,9.5,5.92
6.6,0.19,0.35,1.5,0.037,11.0703562163276,37,107,0.99006,3.18,0.68,12,7.23
6.4,0.28,0.36,1.3,0.053,10.0460986925824,28,186,0.99211,3.31,0.45,10.8,4.97
5.6,0.28,0.28,4.2,0.044,9.43961805636344,52,158,0.992,3.35,0.44,10.7,6.98
6.8,0.19,0.32,7.6,0.049,10.3350495105577,37,107,0.99332,3.12,0.44,10.7,6.94
7.2,0.16,0.29,1,0.031,9.46796196153362,40,123,0.98958,3.12,0.4,12.1,6.95
6.6,0.17,0.28,1.1,0.034,12.6080901998332,55,108,0.98939,3,0.52,11.9,7.07
6.6,0.19,0.28,11.8,0.042,11.2794362738634,54,137,0.99492,3.18,0.37,10.8,5.91
5.8,0.2,0.24,1.4,0.033,8.741137235868,65,169,0.99043,3.59,0.56,12.3,7.09
6.6,0.39,0.38,9.7,0.053,10.5103720930956,49,226,0.99787,3.3,0.57,9.4,5.93
6.8,0.12,0.3,12.9,0.049,10.0987957164754,32,88,0.99654,3.2,0.35,9.9,6.17
6.6,0.295,0.24,1.6,0.039,10.7976640230033,29,140,0.99304,3.35,0.61,10.4,6.92
6.6,0.26,0.24,7.2,0.038,11.0076927738511,28,137,0.9952,3.35,0.6,10.4,5.83
7,0.32,0.27,7.1,0.027,9.66411384057637,37,122,0.99165,3.15,0.6,12.6,7.15
6.7,0.35,0.48,8.8,0.056,10.5624481920736,35,167,0.99628,3.04,0.47,9.4,4.9
6.4,0.38,0.24,7.2,0.047,11.7372729955229,41,151,0.99604,3.11,0.6,9.2,4.88
6.8,0.14,0.18,1.4,0.047,10.7344450184751,30,90,0.99164,3.27,0.54,11.2,6
6.7,0.35,0.48,8.8,0.056,10.145276678046,35,167,0.99628,3.04,0.47,9.4,5
6.8,0.16,0.18,1.8,0.046,10.7701589117424,31,114,0.99226,3.27,0.55,10.8,6.05
7,0.16,0.25,14.3,0.044,11.0104057951327,27,149,0.998,2.91,0.46,9.2,5.88
6.4,0.38,0.24,7.2,0.047,11.0592146512235,41,151,0.99604,3.11,0.6,9.2,5.25
7.7,0.32,0.61,11.8,0.041,10.8278852256682,66,188,0.99794,3,0.54,9.3,4.86
7,0.29,0.33,0.9,0.041,9.74690228364571,20,117,0.99048,3.21,0.5,11.4,4.98
7.1,0.27,0.24,12.6,0.044,10.1998402056494,48,118,0.99726,3.04,0.56,10,6.99
6.8,0.45,0.28,26.05,0.031,10.8897658432023,27,122,1.00295,3.06,0.42,10.6,6.02
6.3,0.2,0.26,4.7,0.04,8.20958086860557,108,168,0.99278,3.07,0.75,10.7,6.97
7.1,0.27,0.24,12.6,0.044,10.2299884249396,48,118,0.99726,3.04,0.56,10,6.99
6.8,0.45,0.28,26.05,0.031,11.4088461595218,27,122,1.00295,3.06,0.42,10.6,6.08
7,0.29,0.33,0.9,0.041,8.79619155591251,20,117,0.99048,3.21,0.5,11.4,4.83
6.4,0.36,0.2,5.7,0.118,9.28721173007273,61,172,0.9946,3.24,0.43,9.5,5.91
6.6,0.3,0.25,8,0.036,10.4002320149855,21,124,0.99362,3.06,0.38,10.8,5.82
6.5,0.21,0.51,17.6,0.045,11.0638796479222,34,125,0.99966,3.2,0.47,8.8,6.07
6.6,0.3,0.25,8,0.036,9.67018975227595,21,124,0.99362,3.06,0.38,10.8,6.01
7.6,0.31,0.27,8.8,0.021,11.3572120082647,57,156,0.99442,3.08,0.38,11,7.04
5.8,0.58,0,1.5,0.02,9.87121090955453,33,96,0.98918,3.29,0.38,12.4,5.84
6.5,0.26,0.39,1.4,0.02,11.4075814537861,12,66,0.99089,3.25,0.75,11.3,6.93
8.7,0.3,0.34,4.8,0.018,10.7023179015881,23,127,0.99474,3.12,0.49,11.2,6.99
6.4,0.29,0.32,2.4,0.014,7.85626085116902,34,89,0.99008,3.24,0.66,12.5,6.93
6.7,0.13,0.32,3.7,0.017,11.3759738788893,32,99,0.99348,3.12,0.44,10,6.01
6.8,0.19,0.33,4.9,0.047,10.9966426581628,42,130,0.99283,3.12,0.56,11,5.95
6,0.25,0.4,5.7,0.052,9.13218476158656,56,152,0.99398,3.16,0.88,10.5,6.05
6.8,0.19,0.33,4.9,0.047,9.25142364199493,42,130,0.99283,3.12,0.56,11,5.96
6.4,0.24,0.23,2,0.046,9.39336917631939,30,133,0.9908,3.12,0.54,11.4,7.04
7.2,0.33,0.22,4.5,0.031,11.784088407078,10,73,0.99076,2.97,0.52,12.2,7.11
6.4,0.29,0.24,3.2,0.037,9.09871512925861,31,95,0.98942,2.9,0.66,12.6,7.1
7.3,0.31,0.25,6.65,0.032,9.53270220392985,30,138,0.99244,2.9,0.37,11.1,4.96
7,0.29,0.37,1.6,0.035,11.3196834097208,34,126,0.99058,3.26,0.47,12.3,5.98
6.9,0.19,0.6,4,0.037,11.3668572357559,6,122,0.99255,2.92,0.59,10.4,4.26
6.3,0.32,0.17,17.75,0.06,10.1560803628356,51,190,0.99916,3.13,0.48,8.8,6.01
6.6,0.085,0.33,1.4,0.036,9.75903060780668,17,109,0.99306,3.27,0.61,9.5,5.9
6.3,0.32,0.17,17.75,0.06,10.6115568426216,51,190,0.99916,3.13,0.48,8.8,6.03
6.8,0.18,0.32,7.2,0.047,11.8106922393094,17,109,0.99498,3.42,0.44,10.4,6
6.8,0.52,0.26,5.7,0.038,9.05063021324585,27,130,0.99,3.11,0.27,13,6.75
7.1,0.28,0.28,8.5,0.03,7.97690081313563,25,191,0.99338,3.16,0.46,12.2,7.03
5.7,0.15,0.47,11.4,0.035,10.6794060131554,49,128,0.99456,3.03,0.34,10.5,8.11
5.8,0.275,0.3,5.4,0.043,12.5803136905385,41,149,0.9926,3.33,0.42,10.8,6.96
5.4,0.53,0.16,2.7,0.036,9.79975845237436,34,128,0.98856,3.2,0.53,13.2,8.13
5.8,0.32,0.28,4.3,0.032,8.86011719789483,46,115,0.98946,3.16,0.57,13,8.01
6.7,0.22,0.39,1.2,0.049,9.71315121442118,26,152,0.99346,3.5,0.47,10,6.11
6.1,0.6,0.12,1.8,0.05,10.6022785221073,11,76,0.99268,3.42,0.48,10.4,4
6.5,0.26,0.31,1.3,0.034,10.5093582900689,59,145,0.98944,3.16,0.54,12.4,6.01
5,0.29,0.54,5.7,0.035,10.4318865085106,54,155,0.98976,3.27,0.34,12.9,7.95
5.4,0.53,0.16,2.7,0.036,8.8353339695362,34,128,0.98856,3.2,0.53,13.2,8.09
6.8,0.21,0.26,11.7,0.038,10.6376555401069,61,152,0.99523,3.02,0.56,10.5,6.96
6.5,0.27,0.26,11,0.03,9.62684268622893,2,82,0.99402,3.07,0.36,11.2,4.96
5.9,0.37,0.32,1.6,0.029,11.4221199112689,41,102,0.98916,3.41,0.55,12.7,6.94
6.2,0.21,0.18,11.6,0.044,10.0386181732204,61,155,0.99655,3.14,0.52,9.4,5.92
6.8,0.3,0.29,6.2,0.025,9.71232072191606,29,95,0.99071,3.03,0.32,12.9,7.01
7.3,0.41,0.29,1.8,0.032,9.69170097553917,26,74,0.98889,2.96,0.35,13,8.09
5.4,0.3,0.3,1.2,0.029,9.88337796936233,25,93,0.98742,3.31,0.4,13.6,7.14
6.6,0.34,0.2,1,0.053,11.1469340659556,26,112,0.99336,3.32,0.55,9.1,5.07
5.6,0.25,0.19,2.4,0.049,11.752438753774,42,166,0.992,3.25,0.43,10.4,5.77
6.9,0.58,0.58,8.2,0.032,8.39223812186966,29,169,0.99275,3.28,0.44,12.2,6.15
7.2,0.23,0.25,18.8,0.085,10.2576220915263,19,111,1.00044,3.1,0.51,8.7,5.03
7.1,0.2,0.27,9.6,0.037,9.2502572232403,19,105,0.99444,3.04,0.37,10.5,6.68
6.8,0.15,0.41,12.9,0.044,9.55931010467672,79.5,183,0.99742,3.24,0.78,10.2,6.04
7,0.22,0.26,9.2,0.027,8.67033822136677,37,122,0.99228,3.06,0.34,12.5,7.94
6.4,0.16,0.44,1.2,0.051,9.5793262255222,39,122,0.99058,3.11,0.75,11.3,7
6.8,0.15,0.41,12.9,0.044,9.00738211014768,79.5,183,0.99742,3.24,0.78,10.2,5.91
6.8,0.31,0.3,8,0.028,10.0778512093018,33,122,0.99164,3.13,0.63,12.6,6.95
6.8,0.15,0.41,12.9,0.044,8.67175287303987,79.5,183,0.99742,3.24,0.78,10.2,6.01
7.6,0.3,0.37,1.6,0.087,8.23572642040911,27,177,0.99438,3.09,0.5,9.8,4.87
7.1,0.21,0.35,2.5,0.04,9.01074732419615,41,186,0.99128,3.32,0.56,12.5,5.95
7,0.22,0.26,9.2,0.027,11.5298879304433,37,122,0.99228,3.06,0.34,12.5,8.04
5.6,0.21,0.24,4.4,0.027,11.5665130934634,37,150,0.991,3.3,0.31,11.5,6.88
7.4,0.22,0.26,8.8,0.027,9.53318155749203,23,112,0.9931,2.98,0.41,11.4,6.11
7.1,0.2,0.27,9.6,0.037,9.69525430905753,19,105,0.99444,3.04,0.37,10.5,7.01
6.8,0.31,0.3,8,0.028,9.24250187990454,33,122,0.99164,3.13,0.63,12.6,6.68
7.2,0.23,0.25,18.8,0.085,9.58889149659577,19,111,1.00044,3.1,0.51,8.7,4.9
6.4,0.15,0.4,1.3,0.053,10.9644149914944,61,146,0.99112,3.17,0.68,11,5.98
6.4,0.16,0.44,1.2,0.051,11.8543527941427,39,122,0.99058,3.11,0.75,11.3,7.04
6.8,0.15,0.41,12.9,0.044,9.69913737967039,79.5,182,0.99742,3.24,0.78,10.2,6.06
6.3,0.22,0.34,1.2,0.036,9.1869861658899,32,96,0.98961,3.06,0.74,11.6,6.16
7.6,0.3,0.37,1.6,0.087,10.1226088239501,27,177,0.99438,3.09,0.5,9.8,4.94
7,0.3,0.27,1.5,0.076,9.59683194357192,24,145,0.99344,3.1,0.52,10.1,5.09
7.5,0.24,0.31,13.1,0.05,8.24024427534925,26,180,0.99884,3.05,0.53,9.1,5.96
7.5,0.24,0.31,13.1,0.05,11.2371465875382,26,180,0.99884,3.05,0.53,9.1,5.94
7.5,0.24,0.31,13.1,0.05,9.15351345520295,26,180,0.99884,3.05,0.53,9.1,6.02
7.5,0.24,0.31,13.1,0.05,10.2057239651595,26,180,0.99884,3.05,0.53,9.1,5.87
6.6,0.15,0.34,1,0.037,10.5782317826645,45,79,0.98949,2.96,0.5,11.7,6.2
6.7,0.34,0.43,1.6,0.041,10.8598604895412,29,114,0.99014,3.23,0.44,12.6,6.1
7.7,0.35,0.46,11.8,0.088,10.8500233515921,61,183,0.99786,2.86,0.47,9,4.97
6.7,0.31,0.09,1.4,0.039,9.04635473730093,53,141,0.99206,3.12,0.44,10.1,4.87
4.7,0.67,0.09,1,0.02,9.14563803489772,5,9,0.98722,3.3,0.34,13.6,4.91
7.5,0.24,0.31,13.1,0.05,11.0409909590554,26,180,0.99884,3.05,0.53,9.1,5.99
6.3,0.2,0.18,10.6,0.045,9.51092996136328,57,159,0.99666,3.09,0.54,9.2,4.75
6.6,0.28,0.23,10.4,0.049,9.84402765360956,45,190,0.99754,3.12,0.51,8.8,4.94
8.5,0.18,0.3,1.1,0.028,10.8668740672681,34,95,0.99272,2.83,0.36,10,4.11
6.5,0.35,0.38,7.4,0.036,10.1979915589729,20,196,0.99712,3.47,0.48,9.1,6.12
6.3,0.18,0.24,3.4,0.053,10.7033586668361,20,119,0.99373,3.11,0.52,9.2,6.03
6.6,0.26,0.22,18.15,0.05,12.6083978462053,23,139,0.99904,3.06,0.5,9.2,4.91
6.3,0.34,0.27,2.5,0.024,9.82556761699859,40,152,0.99095,3.35,0.6,11.9,6.96
7.7,0.3,0.23,2,0.068,9.36041139841182,28,138,0.99382,3.11,0.62,9.8,5.08
7.7,0.31,0.23,2,0.069,8.22483797325285,29,134,0.99382,3.11,0.62,9.8,5.06
5.7,0.265,0.28,6.9,0.036,10.534565664732,46,150,0.99299,3.36,0.44,10.8,6.96
5.4,0.255,0.33,1.2,0.051,8.87701661738507,29,122,0.99048,3.37,0.66,11.3,6.11
6.6,0.26,0.28,9.4,0.028,10.8261771182001,13,121,0.99254,3.17,0.34,12.1,5.73
4.8,0.17,0.28,2.9,0.03,7.59245798764235,22,111,0.9902,3.38,0.34,11.3,6.97
5.7,0.265,0.28,6.9,0.036,9.39373351135544,46,150,0.99299,3.36,0.44,10.8,7.13
6.2,0.2,0.33,5.4,0.028,10.0923528851843,21,75,0.99012,3.36,0.41,13.5,7.16
7.5,0.28,0.41,1.3,0.044,10.154901821607,11,126,0.99293,3.28,0.45,10.3,5.09
6.2,0.22,0.2,20.8,0.035,11.5968322932906,58,184,1.00022,3.11,0.53,9,6.01
7.5,0.28,0.41,1.3,0.044,11.0462960320607,11,126,0.99293,3.28,0.45,10.3,4.95
6.5,0.19,0.34,1.6,0.029,12.545240225737,39,116,0.98954,3.21,0.68,12.5,5.88
6,0.21,0.29,13.1,0.042,9.93112858530199,28,125,0.99936,3.39,0.45,8.6,4.94
6.1,0.22,0.46,1.8,0.16,8.73804067107335,34,74,0.9884,3.19,0.33,13.4,5.99
6.5,0.32,0.48,8,0.026,8.58741049976032,18,88,0.99144,3.22,0.79,12.7,3.86
7.1,0.21,0.72,1.6,0.167,8.16947046062401,65,120,0.99324,2.97,0.51,9.2,4.98
5.6,0.26,0.18,1.4,0.034,9.83520654742038,18,135,0.99174,3.32,0.35,10.2,6.2
7,0.15,0.28,14.7,0.051,9.5915412515208,29,149,0.99792,2.96,0.39,9,6.9
7,0.15,0.28,14.7,0.051,9.34657833042791,29,149,0.99792,2.96,0.39,9,6.87
7,0.15,0.28,14.7,0.051,10.0642111859858,29,149,0.99792,2.96,0.39,9,6.94
7,0.15,0.28,14.7,0.051,8.539736757785,29,149,0.99792,2.96,0.39,9,7.1
7,0.15,0.28,14.7,0.051,10.968231673214,29,149,0.99792,2.96,0.39,9,7.14
7,0.15,0.28,14.7,0.051,10.3048127677739,29,149,0.99792,2.96,0.39,9,6.87
7.4,0.27,0.28,1.8,0.04,9.80550084772992,45,121,0.99043,3.02,0.4,11.9,4.97
6.8,0.22,0.3,10.6,0.07,9.4593782236504,67,194,0.99654,2.89,0.42,9,5.94
6.2,0.24,0.25,12.5,0.055,10.6456924009231,47,134,0.99758,3.3,0.51,9,4.94
7,0.15,0.28,14.7,0.051,11.9155623334496,29,149,0.99792,2.96,0.39,9,6.69
5.5,0.17,0.23,2.9,0.039,9.63336543022686,10,108,0.99243,3.28,0.5,10,4.87
6.6,0.27,0.33,1.4,0.042,9.3262258840583,24,183,0.99215,3.29,0.46,10.7,5.16
5.4,0.46,0.15,2.1,0.026,9.5325258518049,29,130,0.98953,3.39,0.77,13.4,7.9
5.5,0.17,0.23,2.9,0.039,9.90100637049508,10,108,0.99243,3.28,0.5,10,4.84
7.8,0.19,0.32,7.4,0.015,10.9208145025183,47,124,0.99278,2.99,0.39,11,5.92
6.1,0.17,0.28,2.5,0.028,9.75474600080337,22,98,0.99072,3.16,0.37,11.1,6.99
7.4,0.2,0.35,6.1,0.025,10.915969445753,10,40,0.99244,2.79,0.52,10.9,4.84
6.7,0.39,0.24,2.7,0.017,12.5790886445179,22,80,0.99084,3.03,0.37,11.5,4.9
5.4,0.46,0.15,2.1,0.026,9.09551332867521,29,130,0.98953,3.39,0.77,13.4,7.82
6.9,0.4,0.17,12.9,0.033,9.98370954097502,59,186,0.99754,3.08,0.49,9.4,4.89
6.9,0.4,0.17,12.9,0.033,10.0352331642056,59,186,0.99754,3.08,0.49,9.4,4.92
6.3,0.24,0.29,13.7,0.035,10.6562365390624,53,134,0.99567,3.17,0.38,10.6,5.93
6.9,0.4,0.17,12.9,0.033,9.87306916366358,59,186,0.99754,3.08,0.49,9.4,4.9
7.4,0.27,0.31,2.4,0.014,10.4794540021103,15,143,0.99094,3.03,0.65,12,4.07
6.1,0.27,0.28,9.8,0.042,10.7247765841586,61,125,0.99532,3.14,0.42,10.2,6.07
6.3,0.24,0.29,13.7,0.035,9.72022383876028,53,134,0.99567,3.17,0.38,10.6,6.13
5,0.61,0.12,1.3,0.009,10.1519047542531,65,100,0.9874,3.26,0.37,13.5,5.1
6.7,0.42,0.39,12.1,0.04,11.5409504204848,61,248,0.99794,3.31,0.58,9.7,4.95
6.5,0.33,0.28,6.1,0.018,9.2778074827052,41,103,0.99122,3.24,0.32,12.2,6.06
6.5,0.33,0.28,6.1,0.018,8.1940284075181,41,103,0.99122,3.24,0.32,12.2,6.16
6.3,0.15,0.3,1.4,0.022,9.74004094605297,38,100,0.99099,3.42,0.57,11.4,7.02
7.4,0.25,0.29,6.8,0.02,10.0618410518511,31,113,0.99338,3.13,0.29,10.8,6.01
7.6,0.27,0.3,9.2,0.018,9.80718530884211,23,96,0.9938,3.08,0.29,11,6.1
6.4,0.27,0.45,8.3,0.05,9.69998831674192,52,196,0.9955,3.18,0.48,9.5,5.15
6.5,0.25,0.27,17.4,0.064,10.8751476102001,29,140,0.99776,3.2,0.49,10.1,6.08
6.4,0.34,0.44,8.2,0.043,9.59910105447738,54,201,0.99551,3.18,0.48,9.5,5.02
6.6,0.27,0.52,8.1,0.044,8.34812465001384,53,202,0.99548,3.18,0.48,9.5,4.96
6.6,0.26,0.52,8.2,0.047,8.91871536379417,52,191,0.99541,3.16,0.47,9.5,6.01
6.4,0.27,0.45,8.3,0.05,11.2760931463667,52,196,0.9955,3.18,0.48,9.5,4.88
6.5,0.26,0.5,8,0.051,8.85403034374899,46,197,0.99536,3.18,0.47,9.5,4.96
6.8,0.25,0.3,11.8,0.043,10.560094932751,53,133,0.99524,3.03,0.58,10.4,6.07
6.5,0.25,0.27,17.4,0.064,9.22296191490381,29,140,0.99776,3.2,0.49,10.1,6.02
7,0.39,0.21,10.7,0.098,10.622350776934,13,91,0.99657,3.03,0.47,9.3,4.89
7.9,0.21,0.39,2,0.057,8.81845038316799,21,138,0.99176,3.05,0.52,10.9,4.96
7,0.3,0.28,2.2,0.042,8.17139284379156,21,177,0.99166,3.2,0.57,11.4,4.79
8.1,0.2,0.3,1.3,0.036,9.80047238724613,7,49,0.99242,2.99,0.73,10.3,4.93
8.3,0.18,0.3,1.1,0.033,7.26460048783461,20,57,0.99109,3.02,0.51,11,5.98
7.9,0.21,0.39,2,0.057,8.02656688122732,21,138,0.99176,3.05,0.52,10.9,4.94
7.2,0.17,0.34,6.4,0.042,9.67375369207992,16,111,0.99278,2.99,0.4,10.8,6.01
8.1,0.2,0.3,1.3,0.036,9.61346479876894,7,49,0.99242,2.99,0.73,10.3,4.92
8.3,0.18,0.3,1.1,0.033,8.56720674496314,20,57,0.99109,3.02,0.51,11,6.13
7,0.39,0.21,10.7,0.098,8.6192825009146,13,91,0.99657,3.03,0.47,9.3,5
6.8,0.21,0.62,6.4,0.041,8.87985018184924,7,113,0.99358,2.96,0.59,10.2,4.92
7.2,0.17,0.34,6.4,0.042,9.99434550715841,16,111,0.99278,2.99,0.4,10.8,5.87
6.8,0.26,0.34,15.1,0.06,9.07946128051484,42,162,0.99705,3.24,0.52,10.5,2.89
7.9,0.21,0.39,2,0.057,7.88408997609146,21,138,0.99176,3.05,0.52,10.9,4.92
7,0.3,0.28,2.2,0.042,9.00164962211478,21,177,0.99166,3.2,0.57,11.4,4.78
7.4,0.34,0.28,12.1,0.049,10.6341204189009,31,149,0.99677,3.22,0.49,10.3,5.08
6.3,0.43,0.32,8.8,0.042,10.1719538432157,18,106,0.99172,3.28,0.33,12.9,7.06
6.8,0.41,0.3,8.8,0.045,8.20892038998672,28,131,0.9953,3.12,0.59,9.9,5.12
6.3,0.4,0.24,5.1,0.036,7.87032266888904,43,131,0.99186,3.24,0.44,11.3,5.96
5.1,0.35,0.26,6.8,0.034,7.79648668819839,36,120,0.99188,3.38,0.4,11.5,6.07
5.1,0.35,0.26,6.8,0.034,10.7149103415702,36,120,0.99188,3.38,0.4,11.5,6.01
6.3,0.3,0.2,3.7,0.039,8.62809375608117,34,132,0.99158,3,0.38,10.7,4.77
6.9,0.28,0.28,12.2,0.042,10.9365066763626,52,139,0.99522,3.03,0.56,10.4,6.11
7,0.33,0.28,5.7,0.033,9.10082010066276,39,204,0.99176,3.17,0.64,12.5,5.91
6.7,0.26,0.49,8.1,0.052,9.1717634215619,48,197,0.99558,3.19,0.48,9.5,5.24
6.7,0.46,0.21,4,0.034,9.54539166494344,12,88,0.99016,3.26,0.54,13,6.13
5.1,0.35,0.26,6.8,0.034,9.10116121006693,36,120,0.99188,3.38,0.4,11.5,6.2
5.1,0.23,0.18,1,0.053,8.61316227323334,13,99,0.98956,3.22,0.39,11.5,5.02
6.3,0.4,0.24,5.1,0.036,9.18743865395519,43,131,0.99186,3.24,0.44,11.3,5.96
7.1,0.44,0.23,5.8,0.035,10.5107605500274,24,100,0.99062,3.15,0.57,13.2,6.83
4.8,0.26,0.23,10.6,0.034,10.3018509732534,23,111,0.99274,3.46,0.28,11.5,7.06
6.8,0.31,0.19,3.5,0.086,8.68632270505832,30,130,0.993,2.83,0.44,9.6,4.93
6.8,0.31,0.19,3.5,0.086,9.3923888868361,30,130,0.993,2.83,0.44,9.6,5.14
6.5,0.41,0.22,4.8,0.052,10.6481739985693,49,142,0.9946,3.14,0.62,9.2,4.97
6.2,0.31,0.23,3.3,0.052,10.8219981925983,34,113,0.99429,3.16,0.48,8.4,5.1
8,0.27,0.33,1.2,0.05,9.21345390767936,41,103,0.99002,3,0.45,12.4,5.93
8,0.27,0.33,1.2,0.05,10.1573691944525,41,103,0.99002,3,0.45,12.4,6.26
6.5,0.41,0.22,4.8,0.052,9.99031633759822,49,142,0.9946,3.14,0.62,9.2,4.97
6.7,0.37,0.25,2.5,0.028,9.48987378144113,24,84,0.9909,3.14,0.36,11.7,5.93
6.6,0.21,0.5,8.7,0.036,11.7218264468964,41,191,0.99294,2.96,0.56,11,6.03
6.7,0.37,0.25,2.5,0.028,8.45475432322944,24,84,0.9909,3.14,0.36,11.7,6
6.4,0.32,0.23,16.2,0.055,9.7268686710355,36,176,0.9986,3.26,0.54,9.1,5.06
6.7,0.24,0.32,9,0.023,11.0216431411591,20,109,0.99262,3.34,0.35,12.6,5.9
6.4,0.32,0.23,16.2,0.055,9.35363416321703,36,176,0.9986,3.26,0.54,9.1,5.11
7.1,0.39,0.79,1.4,0.194,11.0897069995315,23,90,0.99212,3.17,0.46,10.5,5.97
8.2,0.31,0.43,7,0.047,9.05968111467086,18,87,0.99628,3.23,0.64,10.6,5.1
6.7,0.24,0.32,9,0.023,11.7966787345512,20,109,0.99262,3.34,0.35,12.6,6.05
5.9,0.17,0.29,3.1,0.03,11.1317696730332,32,123,0.98913,3.41,0.33,13.7,6.87
5.9,0.2,0.23,1.5,0.037,8.69649088296103,38,93,0.99021,3.36,0.49,12,6.11
6.6,0.32,0.26,4.6,0.031,9.34941905211128,26,120,0.99198,3.4,0.73,12.5,6.96
5.9,0.12,0.27,4.8,0.03,9.01404268939357,40,110,0.99226,3.55,0.68,12.1,6.17
5.9,0.18,0.29,4.6,0.032,11.6684631349834,68,137,0.99159,3.21,0.38,11.3,5.92
5.9,0.2,0.23,1.5,0.037,10.0876724103999,38,93,0.99021,3.36,0.49,12,6.14
5.4,0.17,0.27,2.7,0.049,10.8228864617775,28,104,0.99224,3.46,0.55,10.3,5.89
6.1,0.21,0.3,6.3,0.039,10.7101208217667,47,136,0.99068,3.27,0.31,12.7,6.06
7.3,0.25,0.26,7.2,0.048,10.5105401068076,52,207,0.99587,3.12,0.37,9.2,5.14
7.3,0.25,0.26,7.2,0.048,9.2750562243751,52,207,0.99587,3.12,0.37,9.2,4.96
6.2,0.22,0.3,12.4,0.054,10.9801887349866,108,152,0.99728,3.1,0.47,9.5,6
6.5,0.27,0.19,6.6,0.045,11.3710123135811,98,175,0.99364,3.16,0.34,10.1,5.9
6.5,0.27,0.19,6.6,0.045,7.74567170109788,98,175,0.99364,3.16,0.34,10.1,6.1
6.6,0.39,0.22,4,0.038,9.99475802887923,17,98,0.99018,3.25,0.53,13,7.08
6,0.31,0.38,4.8,0.04,10.7460585952885,41,101,0.98968,3.24,0.56,13.1,5.93
8.4,0.23,0.32,1.3,0.048,10.7615549244317,59,113,0.99178,3.1,0.55,11,6.02
7.3,0.25,0.26,7.2,0.048,9.361377947327,52,207,0.99587,3.12,0.37,9.2,5.19
6,0.22,0.25,11.1,0.056,10.0688113540206,112,177,0.9961,3.08,0.36,9.4,5.99
6.2,0.22,0.3,12.4,0.054,8.62795166592634,108,152,0.99728,3.1,0.47,9.5,5.9
6.1,0.23,0.27,9.8,0.055,10.7894546217087,74,134,0.99534,3.16,0.4,10.2,6.09
6.5,0.27,0.19,6.6,0.045,10.9510781914647,98,175,0.99364,3.16,0.34,10.1,6.02
7.3,0.36,0.54,13.3,0.054,8.64860351442186,63,193,0.99864,3.06,0.49,8.6,3.9
7.6,0.37,0.51,11.7,0.094,12.3466380098189,58,181,0.99776,2.91,0.51,9,5
6.7,0.26,0.51,8,0.062,9.2947007412865,50,194,0.99545,3.13,0.5,9.6,4.85
7.4,0.22,0.27,1.6,0.057,8.99917045558269,45,98,0.99299,3.29,0.44,9.9,6.93
6.1,0.22,0.28,16.55,0.059,11.1615817558246,54,135,0.99665,3.2,0.38,10.5,4.93
6,0.28,0.24,17.8,0.047,9.15663275492797,42,111,0.99896,3.1,0.45,8.9,6.07
6,0.28,0.24,17.8,0.047,10.2212004540495,42,111,0.99896,3.1,0.45,8.9,5.89
7.1,0.2,0.37,1.5,0.049,9.95829490728153,28,129,0.99226,3.15,0.52,10.8,4.99
6.8,0.33,0.31,7.4,0.045,11.3389062154727,34,143,0.99226,3.06,0.55,12.2,5.97
6,0.28,0.24,17.8,0.047,11.1300799455864,42,111,0.99896,3.1,0.45,8.9,5.88
7.2,0.24,0.36,2,0.029,9.5465392084812,21,63,0.99076,3.13,0.63,12.5,5.99
6.8,0.33,0.31,7.4,0.045,10.5752336053663,34,143,0.99226,3.06,0.55,12.2,6.17
7.2,0.24,0.36,2,0.029,10.1118593127334,21,63,0.99076,3.13,0.63,12.5,5.87
6,0.28,0.24,17.8,0.047,11.4523428561748,42,111,0.99896,3.1,0.45,8.9,6.07
6.2,0.27,0.26,12.1,0.046,11.2291213177101,43,127,0.9951,3.16,0.37,10.8,6.05
6.4,0.38,0.26,8.2,0.043,7.97168901422172,28,98,0.99234,2.99,0.31,11.4,5.8
7.1,0.2,0.37,1.5,0.049,9.60057834813899,28,129,0.99226,3.15,0.52,10.8,4.86
6,0.21,0.3,8.7,0.036,8.84210920421864,47,127,0.99368,3.18,0.39,10.6,5.09
7,0.34,0.1,3.5,0.044,9.52079703231002,17,63,0.9937,3.01,0.39,9.2,4.93
5.9,0.435,0.16,6.4,0.031,7.63453727258357,21,134,0.99151,3.24,0.46,12.2,5.88
7,0.25,0.33,2.1,0.021,9.12921150324082,17,76,0.99021,3.26,0.45,12.3,6.16
6.7,0.26,0.29,7.7,0.038,10.3831287273455,40,179,0.99479,3.23,0.56,10.4,5.96
7,0.24,0.3,12.3,0.035,9.97080426620573,72,172,0.9954,2.99,0.57,10.4,6.03
8.5,0.23,0.34,1.3,0.035,11.5827931320918,54,110,0.99176,3.07,0.55,11,6.98
6,0.21,0.3,8.7,0.036,10.4272098057787,47,127,0.99368,3.18,0.39,10.6,5.11
7,0.34,0.1,3.5,0.044,10.6797128899249,17,63,0.9937,3.01,0.39,9.2,5.03
6.1,0.22,0.38,2.8,0.144,8.6154846972519,12,65,0.9908,2.95,0.64,11.4,6.08
5.8,0.27,0.26,3.5,0.071,10.0076627865025,26,69,0.98994,3.1,0.38,11.5,6.09
